ID,keyword,year,result_text,Timestamp
1107,ISL News,2024,Mohun Bagan Super Giant 2-1 Mumbai City FC | MW 22 | ISL ...,2024-04-19 08:40:23
1108,ISL News,2024,,2024-04-19 08:40:23
1109,ISL News,2024,MBSG are the ISL 2023-24 League Winners!,2024-04-19 08:40:23
1110,ISL News,2024,Preview: Odisha FC take on Kerala Blasters FC for a spot ...,2024-04-19 08:40:23
1111,ISL News,2024,ISL: Odisha plot a KO punch on Blasters at Kalinga,2024-04-19 08:40:23
1112,ISL News,2024,More results,2024-04-19 08:40:23
1113,ISL News,2024,HT Kick Off: ISL's agonising 17-day break and AIFF's ...,2024-04-19 08:40:23
1114,ISL News,2024,Guided Search Filters,2024-04-19 08:40:23
1115,ISL News,2024,Which teams have qualified for the ISL playoffs and their road ...,2024-04-19 08:40:23
1116,ISL News,2024,Mohun Bagan Super Giant 2-1 Mumbai City FC | ISL 2023-24,2024-04-19 08:40:23
1117,ISL News,2024,Mohun Bagan Super Giant 2-1 Mumbai City FC | MW 22 | ISL ...,2024-04-19 08:40:23
1118,ISL News,2024,,2024-04-19 08:40:23
1119,ISL News,2024,MBSG are the ISL 2023-24 League Winners!,2024-04-19 08:40:23
1120,ISL News,2024,Preview: Odisha FC take on Kerala Blasters FC for a spot ...,2024-04-19 08:40:23
1121,ISL News,2024,ISL: Odisha plot a KO punch on Blasters at Kalinga,2024-04-19 08:40:23
1122,ISL News,2024,More results,2024-04-19 08:40:23
1123,ISL News,2024,HT Kick Off: ISL's agonising 17-day break and AIFF's ...,2024-04-19 08:40:23
1124,ISL News,2024,Guided Search Filters,2024-04-19 08:40:23
1125,ISL News,2024,Which teams have qualified for the ISL playoffs and their road ...,2024-04-19 08:40:23
1126,ISL News,2024,Mohun Bagan Super Giant 2-1 Mumbai City FC | ISL 2023-24,2024-04-19 08:40:23
1127,ISL News,2024,Mohun Bagan Super Giant 2-1 Mumbai City FC | MW 22 | ISL ...,2024-04-19 08:40:23
1128,ISL News,2024,,2024-04-19 08:40:23
1129,ISL News,2024,MBSG are the ISL 2023-24 League Winners!,2024-04-19 08:40:23
1130,ISL News,2024,Preview: Odisha FC take on Kerala Blasters FC for a spot ...,2024-04-19 08:40:23
1131,ISL News,2024,ISL: Odisha plot a KO punch on Blasters at Kalinga,2024-04-19 08:40:23
1132,ISL News,2024,More results,2024-04-19 08:40:23
1133,ISL News,2024,HT Kick Off: ISL's agonising 17-day break and AIFF's ...,2024-04-19 08:40:23
1135,ISL News,2024,Which teams have qualified for the ISL playoffs and their road ...,2024-04-19 08:40:23
1136,ISL News,2024,Mohun Bagan Super Giant 2-1 Mumbai City FC | ISL 2023-24,2024-04-19 08:40:23
1137,ISL News,2024,Mohun Bagan Super Giant 2-1 Mumbai City FC | MW 22 | ISL ...,2024-04-19 08:40:23
1138,ISL News,2024,,2024-04-19 08:40:23
1139,ISL News,2024,MBSG are the ISL 2023-24 League Winners!,2024-04-19 08:40:23
1140,ISL News,2024,Preview: Odisha FC take on Kerala Blasters FC for a spot ...,2024-04-19 08:40:23
1141,ISL News,2024,ISL: Odisha plot a KO punch on Blasters at Kalinga,2024-04-19 08:40:23
1142,ISL News,2024,More results,2024-04-19 08:40:23
1143,ISL News,2024,,2024-04-19 08:42:44
1144,ISL News,2024,Match Highlights | Mohun Bagan Super Giant 2-1 Mumbai City ...,2024-04-19 08:42:44
1145,ISL News,2024,MBSG are the ISL 2023-24 League Winners!,2024-04-19 08:42:44
1146,ISL News,2024,Preview: Odisha FC take on Kerala Blasters FC for a spot ...,2024-04-19 08:42:44
1147,ISL News,2024,More results,2024-04-19 08:42:44
1148,ISL News,2024,HT Kick Off: ISL's agonising 17-day break and AIFF's ...,2024-04-19 08:42:44
1149,ISL News,2024,Guided Search Filters,2024-04-19 08:42:44
1150,ISL News,2024,Which teams have qualified for the ISL playoffs and their road ...,2024-04-19 08:42:44
1151,ISL News,2024,ISL: Odisha plot a KO punch on Blasters at Kalinga,2024-04-19 08:42:44
1152,ISL News,2024,Pitchside Cam | Mohun Bagan Super Giant 2-1 Mumbai City ...,2024-04-19 08:42:44
1153,ISL News,2024,,2024-04-19 08:42:44
1154,ISL News,2024,Match Highlights | Mohun Bagan Super Giant 2-1 Mumbai City ...,2024-04-19 08:42:44
1155,ISL News,2024,MBSG are the ISL 2023-24 League Winners!,2024-04-19 08:42:44
1156,ISL News,2024,Preview: Odisha FC take on Kerala Blasters FC for a spot ...,2024-04-19 08:42:44
1157,ISL News,2024,More results,2024-04-19 08:42:44
1158,ISL News,2024,HT Kick Off: ISL's agonising 17-day break and AIFF's ...,2024-04-19 08:42:44
1159,ISL News,2024,Guided Search Filters,2024-04-19 08:42:44
1160,ISL News,2024,Which teams have qualified for the ISL playoffs and their road ...,2024-04-19 08:42:44
1161,ISL News,2024,ISL: Odisha plot a KO punch on Blasters at Kalinga,2024-04-19 08:42:44
1162,ISL News,2024,Pitchside Cam | Mohun Bagan Super Giant 2-1 Mumbai City ...,2024-04-19 08:42:44
1163,ISL News,2024,,2024-04-19 08:42:44
1164,ISL News,2024,Match Highlights | Mohun Bagan Super Giant 2-1 Mumbai City ...,2024-04-19 08:42:44
1165,ISL News,2024,MBSG are the ISL 2023-24 League Winners!,2024-04-19 08:42:44
1166,ISL News,2024,Preview: Odisha FC take on Kerala Blasters FC for a spot ...,2024-04-19 08:42:44
1167,ISL News,2024,More results,2024-04-19 08:42:44
1168,ISL News,2024,HT Kick Off: ISL's agonising 17-day break and AIFF's ...,2024-04-19 08:42:44
1169,ISL News,2024,Guided Search Filters,2024-04-19 08:42:44
1170,ISL News,2024,Which teams have qualified for the ISL playoffs and their road ...,2024-04-19 08:42:44
1171,ISL News,2024,ISL: Odisha plot a KO punch on Blasters at Kalinga,2024-04-19 08:42:44
1172,ISL News,2024,Pitchside Cam | Mohun Bagan Super Giant 2-1 Mumbai City ...,2024-04-19 08:42:44
1173,ISL News,2024,,2024-04-19 08:42:44
